0,0,2015,July
1,0,2015,July
2,0,2015,July
3,0,2015,July
4,0,2015,July
5,0,2015,July
6,0,2015,July
7,0,2015,July
8,1,2015,July
9,1,2015,July
10,1,2015,July
11,0,2015,July
12,0,2015,July
13,0,2015,July
14,0,2015,July
15,0,2015,July
16,0,2015,July
17,0,2015,July
18,0,2015,July
19,0,2015,July
20,0,2015,July
21,0,2015,July
22,0,2015,July
23,0,2015,July
24,0,2015,July
25,0,2015,July
26,0,2015,July
27,1,2015,July
28,0,2015,July
29,0,2015,July
30,0,2015,July
31,0,2015,July
32,1,2015,July
33,0,2015,July
34,1,2015,July
35,1,2015,July
36,0,2015,July
37,0,2015,July
38,1,2015,July
39,0,2015,July
40,1,2015,July
41,0,2015,July
42,0,2015,July
43,0,2015,July
44,0,2015,July
45,1,2015,July
46,0,2015,July
47,0,2015,July
48,0,2015,July
49,0,2015,July
50,0,2015,July
51,0,2015,July
52,0,2015,July
53,0,2015,July
54,0,2015,July
55,0,2015,July
56,0,2015,July
57,0,2015,July
58,0,2015,July
59,0,2015,July
60,0,2015,July
61,0,2015,July
62,0,2015,July
63,0,2015,July
64,1,2015,July
65,0,2015,July
66,0,2015,July
67,0,2015,July
68,1,2015,July
69,1,2015,July
70,1,2015,July
71,1,2015,July
72,0,2015,July
73,0,2015,July
74,1,2015,July
75,0,2015,July
76,1,2015,July
77,0,2015,July
78,0,2015,July
79,0,2015,July
80,0,2015,July
81,1,2015,July
82,0,2015,July
83,1,2015,July
84,0,2015,July
85,0,2015,July
86,0,2015,July
87,1,2015,July
88,0,2015,July
89,0,2015,July
90,0,2015,July
91,0,2015,July
92,0,2015,July
93,0,2015,July
94,1,2015,July
95,1,2015,July
96,1,2015,July
97,0,2015,July
98,0,2015,July
99,0,2015,July
